Source,Target,References(PMID)
GATA1,BACE1,12815710
GATA1,BACH1,16492768
GATA1,BDKRB1,10842322
GATA1,BST2,16249385
GATA1,CBFB,19825991
GATA1,CCR3,22217447
GATA1,CDA,14744791
GATA1,CDC6,22871742
GATA1,CEBPA,19825991
GATA1,COPS5,21689417
GATA1,CYBB,10734088
GATA1,DACH1,22902925
GATA1,DICER1,23426981
GATA1,DPYSL2,15207709
GATA1,EPO,16471262
GATA1,EPO,8677751
GATA1,EPOR,16471262
GATA1,EPOR,23577103;7659529;8513868
GATA1,F13A1,10037697
GATA1,FCER1A,11971001
GATA1,FCER1A,24639354
GATA1,FLI1,10523830
GATA1,FURIN,12411321
GATA1,GATA1,16492768
GATA1,GATA1,17628529;20542454
GATA1,GFI1B,19965638;20564185
GATA1,GNAS,11418466
GATA1,GP1BB,8703016
GATA1,GP1BB,11418466
GATA1,GP6,12377757
GATA1,GP9,15466856
GATA1,GP9,11418466;20564185
GATA1,GYPB,1396593
GATA1,HBA1,12609092;20564185
GATA1,HBA2,12609092;20564185
GATA1,HBB,15833715;20564185
GATA1,HBE1,8423810
GATA1,HBG1,12609092;16200778;2336386
GATA1,HEMGN,18599389
GATA1,HEMGN,20564185
GATA1,PBXIP1,22187427
GATA1,IFNG,12836278
GATA1,IL1RL1,22865859
GATA1,ITGA2B,8408012
GATA1,KLF1,18487511;20564185
GATA1,LTBP4,23741501
GATA1,MPL,15466856
GATA1,MUC1,17078870
GATA1,NFE2,20564185
GATA1,PBXIP1,22187427
GATA1,PF4,12609849
GATA1,PPOX,18191920
GATA1,PRG2,10438731;12202480
GATA1,PTGFR,14746914
GATA1,RUNX1,16628190
GATA1,SEMG1,18602691
GATA1,SMAD1,22036566
GATA1,SPI1,10753833
GATA1,ST2,22865859
GATA1,TAL1,8058326
GATA1,TBXA2R,18698092
GATA1,WT1,19212333
GATA1,WT1,10360378
GATA1,ZNF268,22235304
GATA2,ADH1A,16153155
GATA2,ANGPT2,22792348
GATA2,AR,24423874
GATA2,CYBB,10734088
GATA2,DPYSL2,15207709
GATA2,EPO,8677751
GATA2,ERVW-1,15888734
GATA2,FCER1A,24639354
GATA2,GATA1,23071749
GATA2,GATA1,19279013
GATA2,IL1RL1,22865859
GATA2,MS4A2,24639354
GATA2,NOS3,10713142
GATA2,PECAM1,9028949
GATA2,PPARG,19772889
GATA2,PRG2,10438731;9558404
GATA2,SPI1,19620289
GATA2,ST2,22865859
GATA2,TSHB,17244762
GATA2,WT1,19212333
GATA3,ALDH1A2,9819382
GATA3,CD40LG,18719603
GATA3,CD8A,8413295
GATA3,CD8B,11937547
GATA3,CDH1,20189993
GATA3,CDH3,22120723
GATA3,CDX2,19700764
GATA3,CHST4,22446378
GATA3,CXCL1,22120723
GATA3,EPO,8677751
GATA3,EPOR,23577103
GATA3,ERG,21536859
GATA3,ERVW-1,15888734
GATA3,ESR1,17616709
GATA3,FOXC1,22120723
GATA3,FOXC2,22120723
GATA3,FUT7,17075044
GATA3,GATA3,20484083
GATA3,HSD17B1,9231796
GATA3,IFNG,21507199
GATA3,IL10,21507199
GATA3,IL12RB2,21632975
GATA3,IL4,12876556;16498264;22226971
GATA3,IL5,10212281
GATA3,IL5,16498264;17270283;20522714
GATA3,KLK1,19232384
GATA3,LOX,21892208
GATA3,MMP1,21244711
GATA3,MUC1,17078870
GATA3,NFKB1,19686049
GATA3,PAEP,19483726
GATA3,RELA,19686049
GATA3,SLCO4C1,23874392
GATA3,STAT4,21632975
GATA3,TCF7L2,22951069
GATA3,TEK,19674970
GATA3,TGFBR3,24124001
GATA3,TRA,11385613
GATA3,ZEB1,20731704
GATA4,AMH,11097782;21220346
GATA4,AMH,10446911
GATA4,CCND2,24416423
GATA4,CYP17A1,14988427
GATA4,ERBB2,19276186
GATA4,FABP2,17290010;22539995
GATA4,FCGR2B,15153544
GATA4,FCGR3B,15153544
GATA4,FGF10,22303449
GATA4,HAMP,21609320
GATA4,HDAC9,18332107
GATA4,IAPP,17290010
GATA4,IL5,7791790;9209438
GATA4,NOS3,14555463
GATA4,NPPA,14573514
GATA4,NPPB,15464586
GATA4,SGPL1,21184844
GATA4,SI,22539995
GATA4,STAR,11111087
GATA4,SUMO1,15337742
GATA5,SLC5A1,18656622
GATA6,APOA1,14659877
GATA6,CAV1,21514437
GATA6,CYP11A1,15284005
GATA6,CYP17A1,15284005
GATA6,CYP17A1,14988427
GATA6,DAB2,16024609
GATA6,DKK1,21811562
GATA6,PLAU,15231498
GATA6,SULT2A1,15388788;19497978
GATA6,VWF,12511565
GBX2,IL6,10690529
GCM1,ERVFRD-1,20484742
GCM1,ERVW-1,19692500;24478419
GCM1,MFSD2A,20484742
GCM1,PGF,18160678
GCM2,CASR,18712808
GCM2,PTH,20558332
GFI1,BAX,17213822
GFI1,CDKN1A,16287849
GFI1,CYP27B1,15947108;17207994
GFI1,ELANE,18328744
GFI1,GUCY1B1,14504408
GFI1,NF1,14504408
GFI1B,MEF2C,21261500
GLI1,AKT1,23580656
GLI1,BCL2,19074837;21135115
GLI1,BCL2,14555646
GLI1,BCL2,15520176;24739390
GLI1,BHLHE41,24165159
GLI1,CDK2,20647328
GLI1,CYR61,22056874
GLI1,EGR2,18924150
GLI1,FAS,21135115
GLI1,H2AFX,21860067
GLI1,IL1R2,16880536
GLI1,JUN,19219074
GLI1,MUC5AC,20972463
GLI1,PDGFRA,21135115
GLI1,S100A7,16880536
GLI1,S100A9,16880536
GLI1,SFRP1,19930158
GLI1,SMAD4,24739390
GLI1,SOCS1,24058673
GLI1,SOX9,17409199
GLI1,TNFRSF10B,21135115
GLI2,BCL2,16880536;21135115
GLI2,BHLHE41,24165159
GLI2,CDH1,23890107
GLI2,FAS,21135115
GLI2,FOXA2,19360354
GLI2,FOXC2,19360354
GLI2,FOXE1,19360354
GLI2,FOXF1,23034409
GLI2,FOXF1,19360354
GLI2,FOXL1,19360354
GLI2,FST,18319260
GLI2,H2AFX,21860067
GLI2,IFITM5,23530031
GLI2,JUN,19219074
GLI2,MUC5AC,20972463
GLI2,PDGFRA,21135115
GLI2,SOCS1,24058673
GLI2,TNFRSF10B,21135115
GLI2,WNT2B,19360354
GLI3,HLA-G,23592762
GLI3,SMO,15072830
GLI3,VMP1,22535956
GLIS3,INS,23856252
GRHL1,CYP11A1,18004979
GSC,GSC2,9441739
GTF2A1,TBP,12818428
GTF2B,BDKRB1,15705059
GTF2F1,BGLAP,9265625
GTF2I,DNAAF4,18445785
GTF2I,HSPA5,19097122;21503958
GTF2I,SIRT1,21407215
GTF3A,ADM,12630823
GTF3A,BAG3,19282432
GTF3A,FUS,12364590
GTF3A,RAD51B,9878257
GTF3A,STAT1,12364590
GZF1,HOXA10,16049025
HAND2,DBH,14512028
HAND2,GATA4,11994297
HAND2,NPPA,12392994
HAND2,PHOX2A,16280598
HAX1,ATP2A2,18971376
HBP1,CDKN1A,10030670
HBP1,DNMT1,23249948
HBP1,MIF,20383199
HBP1,NCF1,15024088;18258815
HCFC1,E2F1,17612494;19763085
HCFC1,E2F4,17612494
HCFC1,MMACHC,24011988
HDAC1,ABCB1,19435809;20037778
HDAC1,ALOX15,19198625
HDAC1,APOC3,20516075
HDAC1,AR,11971970
HDAC1,BAMBI,24448807
HDAC1,BCL2A1,17000776
HDAC1,BIRC3,17000776
HDAC1,BIRC5,17124180
HDAC1,BRCA2,18765668
HDAC1,CCND1,20049841
HDAC1,CCND1,20821348
HDAC1,CCND2,11511535
HDAC1,CD1D,22419072
HDAC1,CD44,18372343
HDAC1,CD82,19182791
HDAC1,CDH1,18794357;19182791;20580679;21184735;21685935
HDAC1,CDH1,24424621
HDAC1,CDKN1A,12665570;15130752;18210215;19182791
HDAC1,CDKN1A,16287849;17172847
HDAC1,CDKN2A,23455154
HDAC1,CLDN7,19277896
HDAC1,COL1A2,16464847
HDAC1,COL1A2,24058639
HDAC1,CXCL8,11564889
HDAC1,CYP3A4,21996064
HDAC1,DEFB1,23185513
HDAC1,DNMT1,23242655
HDAC1,E2F1,9724731
HDAC1,EGFR,22025675
HDAC1,EGR1,21983014
HDAC1,EIF2AK1,19133234
HDAC1,EPCAM,20940408
HDAC1,ESR1,18316616;20101232;23242655
HDAC1,ESR1,21655924
HDAC1,FOS,17056544
HDAC1,GAD1,19029285
HDAC1,GRIN2B,19081374
HDAC1,HLA-DRA,11533238
HDAC1,HMGCS1,12626711
HDAC1,HSPA5,19417144
HDAC1,ICAM1,12490396
HDAC1,IGFBP3,12200149
HDAC1,IL2,17056544
HDAC1,KLF4,15051827
HDAC1,ABCB1,20037778
HDAC1,MGMT,18555750
HDAC1,MICA,17625602
HDAC1,MICB,17625602
HDAC1,MMP28,20144149
HDAC1,MMP9,22879913
HDAC1,NFKB1,24448807
HDAC1,NOS3,22848708
HDAC1,PCNA,9650586
HDAC1,PCNA,18691180
HDAC1,PHB,21152868
HDAC1,POU5F1,22867868
HDAC1,PSIP1,23386123
HDAC1,PTGS2,17395887
HDAC1,RARB,14731134
HDAC1,RECK,20442303
HDAC1,RECK,20442303
HDAC1,RECK,16377629
HDAC1,RECQL4,15674334
HDAC1,RELN,19029285
HDAC1,RGS10,24475290
HDAC1,RHOB,13679859
HDAC1,RUNX3,18850007
HDAC1,RUNX3,18850007
HDAC1,RUNX3,18430739;22274925
HDAC1,SERPINB5,10709100
HDAC1,SFRP1,23770846
HDAC1,SMAD7,24369345
HDAC1,SNAI2,18588516
HDAC1,SP1,21636851
HDAC1,SPP1,20609221;22422937
HDAC1,STAT3,18611949
HDAC1,TERT,19587703
HDAC1,TFF1,19581286
HDAC1,TJP1,20580679
HDAC1,TNFRSF10A,18408217
HDAC1,TP53,15130752
HDAC1,TXNIP,19351825
HDAC10,TXNIP,20680488
HDAC11,IL10,19011628
HDAC11,IL17A,21239696
HDAC11,MYC,20493879
HDAC11,TNF,21239696
HDAC11,TNFSF4,21239696
HDAC2,ALOX5,21883892
HDAC2,APAF1,18834886
HDAC2,BMP7,17452977
HDAC2,CAD,14559996
HDAC2,CCL2,22679019
HDAC2,CCNE1,22214847
HDAC2,CD1D,22419072
HDAC2,CDH1,19706751;20714342;21685935
HDAC2,CDKN1A,20190809
HDAC2,COL1A2,16464847
HDAC2,CXCL8,19411311
HDAC2,CXCL8,11564889
HDAC2,1-Dec,21317427
HDAC2,DNMT1,22328086
HDAC2,GRM2,22864611
HDAC2,IGF1,18193094
HDAC2,KLF4,19486889
HDAC2,MUC5AC,22798432
HDAC2,MYC,20493879
HDAC2,MYCN,15382088
HDAC2,PHB,21152868
HDAC2,SNAI2,23836662
HDAC2,SP1,21636851
HDAC2,TGFBR2,19088080
HDAC2,TNFSF10,23630076
HDAC2,TP63,21317427
HDAC2,TWIST1,23836662
HDAC2,VEGFA,23926105
HDAC3,ALOX5,21883892
HDAC3,APOC3,20516075
HDAC3,CDH1,20049841
HDAC3,CDKN2A,18558095
HDAC3,CXCR4,20473547
HDAC3,EGFR,21464950
HDAC3,GAS2,20679491
HDAC3,GATA2,11567998
HDAC3,GCM1,16528103
HDAC3,GRHL1,24419085
HDAC3,GTF2I,21549311
HDAC3,IFNA1,22685561
HDAC3,JUN,17244530
HDAC3,LGALS9,22027828
HDAC3,LSS,17925399
HDAC3,MBD1,16432238
HDAC3,MMP2,17079677
HDAC3,MYC,19279113;23079660;23714368
HDAC3,PCK2,17456789
HDAC3,PRAM1,16730330
HDAC3,TLR9,25194054
HDAC3,TNF,15356147
HDAC3,ULBP1,19430493
HDAC3,VEGFA,23926105
HDAC4,ATF4,24308964
HDAC4,CA9,20110259
HDAC4,CDKN1A,18632985
HDAC4,CDKN2A,18558095
HDAC4,HDAC3,11804585
HDAC4,HOXB13,19013255
HDAC4,IL10,17610967
HDAC4,IL5,16922677
HDAC4,JUN,10523670
HDAC4,JUN,10523670
HDAC4,KLF4,21118993
HDAC4,MEF2A,17179159
HDAC4,MEF2A,10748098
HDAC4,MMP13,17656568;19423655
HDAC4,PTPA,18045992
HDAC4,PTGES,19115247
HDAC4,PTGS2,18820298
HDAC4,RECK,22781396
HDAC4,RUNX2,19509297
HDAC4,SLC2A4,23899560
HDAC4,SMAD4,23817620
HDAC4,TGIF1,17610967
HDAC4,TGIF2,17610967
HDAC4,VCAM1,19281832
HDAC4,VEGFA,19509297
HDAC4,WT1,18064385
HDAC5,FGF2,19351956
HDAC5,IGF2,19666599
HDAC5,MEF2A,15194749
HDAC5,MEF2A,10748098
HDAC5,SLC2A1,22991226
HDAC5,SLC2A4,22991226
HDAC5,SLC2A4,23899560
HDAC5,SLIT2,19351956
HDAC5,WT1,18064385
HDAC5,YY1,18632988
HDAC7,ACTN4,16980305
HDAC7,AKAP12,22584896
HDAC7,CDKN1A,20693714
HDAC7,CYP7A1,17654698
HDAC7,ESR1,21078666
HDAC7,HDC,17827213
HDAC7,HIF1A,20693714
HDAC7,HIF1A,22172637
HDAC7,MAML1,20203086
HDAC7,MEF2A,11585834
HDAC7,MEF2C,11585834
HDAC7,MEF2D,11585834
HDAC7,MMP10,16873063;20693714
HDAC7,NR4A1,15623513
HDAC9,APP,20145244
HDAC9,CDKN2A,19122829
HDAC9,CFLAR,20087862
HDAC9,CFLAR,15540114
HDAC9,CITED2,18054336
HDAC9,DIRAS3,16158053
HDAC9,ESR1,19185986
HDAC9,HSPA5,19417144
HDAC9,IGFBP1,12609987
HDAC9,IL18,11944905
HDAC9,MEF2A,12242305;15194749
HDAC9,MMP13,18054336
HDAC9,MYEF2,10487760
HDAC9,NFKB1,15964798
HDAC9,PRL,12609987
HDAC9,RELA,15964798
HDAC9,STAT6,21106524
HDAC9,TNFRSF10B,15964798
HDAC9,TP53,15964798
HDGF,CDH1,22247069
HDGF,FAS,19710540
HDGF,SMYD1,19162039
HDGF,VEGFA,14662017;21302807
HDGF,VEGFB,14662017
HDGF,VIM,22247069
HES1,ASCL1,11054669;21573214;9144241
HES1,CD4,11287612
HES1,DBF4,12420215
HES1,E2F1,15467735
HES1,HTR1A,18499474
HES1,MAP2,19880519
HES1,PTEN,18414037
HES1,PTGDS,15743775
HES6,ASCL1,16103883
HES6,HTR1A,18499474
HEXIM1,CCND1,18757415
HEXIM1,VEGFA,20453883
HEY1,ACTA2,18239137
HEY1,BMP2,21945409
HEY1,GATA4,16199874
HEY1,GATA6,16199874
HEY1,KDR,16782059;17028039;18694572
HEY1,OCLN,17028039
HEY1,PROX1,22719258
HEY2,ACTA2,18239137
HEY2,GATA4,16199874
HEY2,GATA6,16199874
HEYL,AR,21454491
HHEX,HNF4A,22068426
HHEX,SLC5A5,16854221
HHEX,TLE1,15187083
HIC1,ACKR3,23340301
HIC1,ACKR3,19525223
HIC1,E2F1,19486893
HIC1,EPHA2,22184117
HIC1,LRP8,24076391
HIC1,MYC,24067369
HIC1,SIRT1,19525223;19649206
HIC1,SIRT1,22064865
HIC1,STAT3,24067369
HIC1,VEGFA,24067369
HIC1,VLDLR,24076391
HIF1A,ABCB1,12067980
HIF1A,ACE,19592460
HIF1A,ACE2,19592460
HIF1A,AGTR1,15718424
HIF1A,ALAS2,21207956
HIF1A,ALDOA,8955077
HIF1A,ALOX5AP,20448047
HIF1A,APEX1,19524065
HIF1A,AR,17426252;21056661
HIF1A,ARNT,12239177
HIF1A,ARNT2,12239177
HIF1A,ASS1,19934275
HIF1A,BAX,15706354
HIF1A,BID,15024076
HIF1A,BNIP3,17848618
HIF1A,BNIP3,17513511
HIF1A,CA9,12171890;19154183
HIF1A,CA9,17486380;19238077
HIF1A,CCND1,20179204
HIF1A,CCR7,17178876;19305150
HIF1A,CDH1,22295844
HIF1A,CTGF,17034590
HIF1A,CXCL12,12384916
HIF1A,CXCR4,17075581
HIF1A,CXCR4,19212630
HIF1A,E2F3,20308562
HIF1A,EDN1,19783678
HIF1A,EDNRB,19783678
HIF1A,EGLN1,12839937;22075993
HIF1A,EGLN3,15156561
HIF1A,ENO1,8955077
HIF1A,EPO,8089148;8663540
HIF1A,EPO,16281953
HIF1A,ERCC2,19934262
HIF1A,FAM162A,15082785
HIF1A,FGF2,19492421
HIF1A,GAPDH,11955624
HIF1A,GCK,14612449
HIF1A,HBEGF,22641673
HIF1A,HIF1A,14744852
HIF1A,ITGB2,15235127
HIF1A,KLK3,23884959
HIF1A,LDHA,8955077
HIF1A,LEP,18559540
HIF1A,LEP,19080496
HIF1A,LOX,17685448
HIF1A,MET,16099863
HIF1A,MICA,21092233
HIF1A,MIF,20727156
HIF1A,MMP2,17335808
HIF1A,MMP2,17332917;18570733
HIF1A,MUC1,19141292
HIF1A,MUC3A,16823775
HIF1A,NR3C1,15699159
HIF1A,NR4A1,14729605
HIF1A,NT5E,12370277
HIF1A,PFKFB3,16025159
HIF1A,PFKFB4,16311927
HIF1A,PGK1,8089148
HIF1A,PIK3CA,23060442
HIF1A,PLAU,14567996
HIF1A,PPARA,14521756
HIF1A,PPP1R3C,20888814
HIF1A,PTGES,18050215
HIF1A,RECK,20442303
HIF1A,RORA,14742449
HIF1A,SDHB,17102089
HIF1A,SERPINE1,11877282;14567996;17570486
HIF1A,SETD2,18842833
HIF1A,SETD2,19091749
HIF1A,SLC29A1,19853583
HIF1A,SLC2A1,15525582
HIF1A,SLC2A1,16025159;17426252;17486380;18097583
HIF1A,SOCS1,20003295
HIF1A,STAT3,23991099
HIF1A,TERT,15048086;18754863
HIF1A,TFRC,10446187;10446188
HIF1A,TGFB3,16611863
HIF1A,TGFB3,10831118
HIF1A,TIMP2,17332917
HIF1A,TLR2,18159247
HIF1A,TLR6,18159247
HIF1A,TUBB3,21176881
HIF1A,TWIST1,23623921
HIF1A,TWIST1,21931630
HIF1A,TWIST2,21931630
HIF1A,VEGFA,11749701;12542982;12820439;15315159;15735682;15890092;16052307;16515634;16540671;16854277;16900513;17461470;17557905;17889387;18027712;18060642;18572865;19759417;22789427
HIF1A,VEGFA,12509854;14712484;15930297;16596228;18471962
HIF1A,VEGFA,11486006;15156561;16543242;16774940;17486380;18835464;19238077;19502554;21731766;23060442
HIF1A,VEGFB,21731766
HIF1A,VHL,12205091;15962286;17140440
HIF1A,VIM,22295844
HIF1A,WASF3,22581642
HIF1A,XPC,19934262
HIF1A,ZNF217,21483406
HIF3A,EPAS1,19755485
HIF3A,HIF1A,19755485
HINFP,MBD2,11553631
HIPK2,ABCB1,20646448
HIPK2,CDKN1A,15897882
HIPK2,CTBP2,23393140
HIPK2,HIF1A,19046997
HIPK2,MEF2C,23620283
HIPK2,NOX1,20171273
HIPK2,TP53,12851404
HIPK2,VEGFA,18644116;19046997
HIPK2,VIM,22236966
HIRA,PLB1,9809417
HIVEP2,HLA-A,1409593
HIVEP2,HLA-B,1409593
HIVEP2,HLA-C,1409593
HIVEP2,HLA-E,1409593
HIVEP2,HLA-F,1409593
HIVEP2,HLA-G,1409593
HLF,DBP,9571207
HLF,RUNX1,11486032
HLTF,HERC2,22234890
HLTF,OCA2,22234890
HLX,BTG1,22897850
HLX,PAK1,22897850
HMG20B,BRCA2,21399666
HMGA1,BRCA1,12640109;16007157
HMGA1,CD44,15901130
HMGA1,CDC25A,22249617
HMGA1,CDH1,22276142
HMGA1,CRYAB,17723105
HMGA1,CXCL1,11112786;7479086
HMGA1,IL1B,15901130
HMGA1,INSR,16707431
HMGA1,INSR,17434141
HMGA1,KL,15378028
HMGA1,POU1F1,22199144
HMGA1,PTGS2,22898640
HMGA1,RAG2,15713121
HMGA1,SLC2A3,22706202
HMGA1,SP1,20335021
HMGA1,TP53,20335021
HMGA1,TWIST1,22276142
HMGA1,XPA,17616660
HMGA2,CDH1,19179606
HMGA2,COL11A2,16375854
HMGA2,IGF2BP2,17426251;22513850
HMGA2,POU1F1,22199144
HMGA2,SNAI1,22241470
HMGB2,GFI1B,19965638
HMGB2,TNF,18218727
HMGN1,FOS,17938209
HMGN1,PCNA,22393258
HMGN1,TFF1,17938209
HNF1A,ACAT2,16274362
HNF1A,AKR1C4,11284743
HNF1A,ALB,1321810
HNF1A,APOM,21454713
HNF1A,CDH17,20568120
HNF1A,CRP,18292576;8703909
HNF1A,CSRP1,18292576
HNF1A,CYP1A2,7723729
HNF1A,FABP1,20357450
HNF1A,GPR39,17488974
HNF1A,IGFBP1,7684229
HNF1A,LCT,9582375
HNF1A,MTTP,22357705
HNF1A,MTTP,18697801
HNF1A,NT5E,10428853
HNF1A,SLC22A10,20829431
HNF1A,SLC22A9,20829431
HNF1A,SLCO1B3,16741617
HNF1A,TM4SF1,18697801
HNF1A,UGT1A1,18172616
HNF1A,UGT1A10,15044625
HNF1A,UGT1A7,20406851
HNF1A,UGT1A8,15044625
HNF1A,UGT1A9,15044625
HNF1A,UGT2B17,11191885
HNF1A,UGT2B7,10779377
HNF1A,VEGFA,21731766
HNF1B,FXYD2,24204001
HNF1B,UMOD,18846391
HNF4A,ABCC6,20463007
HNF4A,ABCG5,21123766
HNF4A,ABCG8,21123766
HNF4A,ACAT2,19478207
HNF4A,AFP,9792724
HNF4A,AKR1C4,11284743
HNF4A,APOA1,7961760
HNF4A,APOA2,1639815
HNF4A,APOB,1639815
HNF4A,APOC3,1639815;20516075
HNF4A,C1QTNF5,20621834
HNF4A,CDKN1A,17885207
HNF4A,CEACAM1,8055923
HNF4A,CYP27A1,12957378
HNF4A,CYP2B6,18666237
HNF4A,CYP2C8,20086032
HNF4A,CYP2C9,15919766;16540586;18552123;20086032
HNF4A,CYP2C9,16882880
HNF4A,CYP2D6,11752221
HNF4A,CYP3A4,12514743
HNF4A,CYP7A1,23626788
HNF4A,FABP2,17343826
HNF4A,GCK,14612449
HNF4A,GFER,18513187
HNF4A,GH1,17991764
HNF4A,GPR39,17488974
HNF4A,HNF1A,9792724
HNF4A,KCNJ11,17894829
HNF4A,LDLR,21123766
HNF4A,LIPC,16603721
HNF4A,MMP7,15000152
HNF4A,MTTP,22357705
HNF4A,MYC,23714368
HNF4A,NPC1L1,21123766
HNF4A,NR1I2,12601364;18305375
HNF4A,PCSK9,21123766
HNF4A,PPARA,11981036
HNF4A,RNASE2,19115260
HNF4A,SERPINC1,8910619
HNF4A,SHBG,22210320
HNF4A,SLC22A6,17344191
HNF4A,SLC26A3,17761837
HNF4A,TBP,19805548
HNF4A,TCF7L2,22951069
HNF4A,UGT1A7,20406851
HNF4A,UGT2B7,21415305
HNF4G,AFP,9792724
HNF4G,AKR1C4,11284743
HNF4G,CYP2D6,11752221
HNRNPD,KLF2,15835916
HNRNPR,ASCL1,25124043
HOPX,FLG,21256618
HOPX,FOS,19173292
HOPX,LOR,21256618
HOXA1,BCL2,12482855;15665309
HOXA1,CCND1,15665309
HOXA1,EPAS1,17213808
HOXA1,IER3,17213808
HOXA1,LYL1,19608273
HOXA1,MYC,15665309
HOXA1,PCNA,17213808
HOXA10,BHLHE22,17350963
HOXA10,CDKN1C,15749785
HOXA10,EMX2,15494461
HOXA10,EMX2,12482956;15126568;17350963
HOXA10,ID2,20565746
HOXA10,IGFBP1,15200677;20478621
HOXA10,IL11,20478621
HOXA10,IL15,20478621
HOXA10,ITGB3,11875117
HOXA10,KLF9,20463357
HOXA10,LYL1,19608273
HOXA10,MYCN,21261500
HOXA10,PHGDH,19778996
HOXA10,SNAI1,16424022
HOXA10,TP53,21993662
HOXA10,WT1,19017365
HOXA11,HOXA10,17688409
HOXA4,TH,12670698
HOXA5,ARHGEF1,17379095
HOXA5,PGR,10875927
HOXA5,PTN,15757903
HOXA5,TH,12670698
HOXA7,CDH1,11742062
HOXA7,IVL,11435435
HOXA7,KRT10,11435435
HOXA7,TERT,20686504
HOXA7,VIM,11742062
HOXA9,ARHGEF1,17379095
HOXA9,CDH3,25023983
HOXA9,ID2,20565746
HOXA9,MYCN,21261500
HOXA9,NFKB1,18068911
HOXA9,RELA,18068911
HOXA9,SELE,22269951
HOXA9,SHOX,23028966
HOXA9,VCAM1,22269951
HOXB1,TCF4,15126340
HOXB13,TCF4,15928669
HOXB4,PROM1,15735039
HOXB7,CCND1,21474578
HOXB7,CDKN1B,21474578
HOXB7,DAPK1,17540169
HOXB7,EGFR,21690342
HOXB7,FGF2,21183939;8756643
HOXB7,MMP2,21183939
HOXB7,PDGFA,21183939
HOXB7,THBS2,21183939
HOXB7,VEGFA,21183939
HOXB7,WNT5A,21183939
HOXC10,HOXB8,18534812
HOXC11,LCT,9582375
HOXC11,S100B,20145129
HOXC13,DSG4,19683850
HOXC13,SPI1,18076876
HOXC6,IGFBP3,15637592
HOXC6,MME,15637592
HOXC8,TNFRSF11B,11139569
HOXC9,HOXB8,18534812
HOXD1,ITGB1,21501586
HOXD13,FHL1,18758158
HOXD3,ITGA5,14610084
HOXD3,ITGAV,14610084
HOXD3,ITGB1,14610084
HOXD3,ITGB3,14610084
HOXD3,PLAU,14610084
HOXD9,HOXD9,7926763
HR,OLR1,20881612
HSF1,ABCB1,10816597
HSF1,ATG7,23386620
HSF1,BAG3,19006120
HSF1,BAG3,20692357
HSF1,CDKN1A,20622894
HSF1,CRYGA,19250318
HSF1,CRYGB,19250318
HSF1,FKBP4,20692357
HSF1,FUT4,23959823
HSF1,GUCA2B,22129966
HSF1,HLA-G,11005379
HSF1,HOPX,22669480
HSF1,HSD17B6,16278218
HSF1,HSP90B2P,17897941
HSF1,HSPA1A,17897941;20692357;23212905;23874968
HSF1,HSPA1B,20692357
HSF1,HSPA4,12813038;23349863;8114740;8455624
HSF1,HSPA4,1508207;15777846;16554822;22940245;23264262
HSF1,IL1B,10328874
HSF1,JUN,24127737
HSF1,LDHA,19668225
HSF1,MAP3K14,19381566
HSF1,MICA,19139882
HSF1,MICB,19139882
HSF1,NAT1,20176657
HSF1,NFKB1,18689673
HSF1,POLK,22227292
HSF1,RELA,18689673
HSF1,SERPINE1,17259369;19401454
HSF1,SESN3,23388456
HSF1,STIP1,20692357;22669480
HSF1,TNF,18689673
HSF1,UBB,20692357
HSF2,FOS,17915561
HSF2,HIF1A,21258402
HSF2,HSPA4,12813038;8114740
HSF2,HSPA4,1508207
HSF2,MAP2K4,11557063
HSF2,MAPK8,11557063
HSF2,TNFSF11,15731115
HSF2,TXN,9374530
HSF4,CRYGC,19250318
HSF4,DNASE2B,23507146
HSF4,DNASE2B,23507146
HSF4,HIF1A,21258402
HSF4,RAD51,22587838
HTATIP2,MMP2,19349353
HTATIP2,SPP1,18537194;19349353
HTATIP2,VEGFA,19349353
ID1,ZNF148,21606196
ID2,SNAI1,22551584
ID2,TERT,14611815
ID3,TCF3,24492847
ID3,VEGFA,16926250
ID4,BRCA1,12032322;17016441
ID4,SOX2,23613880
IFI16,BRCA1,22618232
IFI16,ICAM1,17699163
IFI16,MYC,20052289
IFI16,TP53,22618232
IFI16,WT1,18231640
IKBKB,CD44,18600306
IKBKB,CXCL8,12296854
IKBKB,MMP9,18600306
IKBKB,NOS2,17478759
IKBKB,TP53,24006445
IKBKB,VCAM1,18600306
IKZF1,FGFR4,11981041
ILF2,ACRV1,17942973
ILF2,IL2,9065434
ILF2,ILF3,11739746
ILF3,ACRV1,17942973
ILF3,BIRC5,22442257
ILF3,HLA-DQA1,7651394
ILF3,HLA-DRA,10079079
ILF3,HLA-DRA,7651394
ILF3,HLA-DRB1,7651394
ILF3,IL2,18097023
ILF3,PLAU,22986534
ING1,AFP,14522900
ING1,BAX,15662138;16325212
ING1,CASP3,15662138
ING1,CDKN1A,14522900;16325212
ING1,FAT1,15743678
ING1,PCNA,18691180
ING1,TP53,15662138;16325212
ING2,BCL2,15748897
ING2,MMP13,19437536
ING2,TMEM71,20676127
ING4,ANGPT1,20707719
ING4,ARL6IP5,24157826
ING4,BAX,20707719
ING4,BCL2,19895734;20707719
ING4,CASP3,19895734
ING4,CCND1,18399550
ING4,CDKN1A,15882981;20707719
ING4,CDKN1B,20707719
ING4,CDKN1B,18399550
