Source,Target,References(PMID)
PTTG1,MYC,11115508
PTTG1,PTTG1IP,15886233
PTTG1,RAC1,22081074
PTTG1,RHOA,22081074
PTTG1,S100A4,19351864
PTTG1,TIMP2,19351864
PTTG1,VEGFA,12213878;16926250
PURA,AR,18413735;19790234
PURA,ERBB2,22899247
PURA,FAS,10903433
PURA,PCNA,18386260
RAD51,SP1,18769160
RARA,ABCC3,17272513
RARA,ANXA8,1313714
RARA,CCNA1,11090075
RARA,CDKN1A,10356361
RARA,CRABP1,18000064
RARA,CRH,19596122
RARA,CXCR5,14993281
RARA,CYP1A1,15325265
RARA,ETS1,11327309
RARA,FGFBP1,11077050
RARA,GNRH2,17451432
RARA,HCK,21993313
RARA,HNF4A,11585914
RARA,HSD17B2,18270252
RARA,HSD17B2,17538076
RARA,ICAM1,1355009
RARA,MACROD1,19698236
RARA,MAOB,19401466
RARA,MUC5AC,11171071
RARA,NR1I3,20211151
RARA,PLAU,10361124
RARA,PRKCA,11525643
RARA,RARB,10629091
RARA,RPTOR,21060808
RARA,SCD,11397803
RARA,SFTPB,10070102
RARA,THBD,9269772
RARA,THBD,11036068
RARB,ADH5,1996113
RARB,RARB,12767074
RARB,THBD,11036068
RARG,BGLAP,9113387
RARG,CYP19A1,11973645
RARG,ICAM1,1355009
RARG,RARB,1310259
RARG,THBD,11036068
RB1,ATF2,7702750
RB1,BIRC5,18504435
RB1,BRCA1,20068145
RB1,CDH1,12391156
RB1,CDK1,8270002
RB1,CDKN1A,14527674
RB1,CDKN1A,9671466
RB1,DDIT3,20971808
RB1,DHFR,9671466
RB1,DNMT3A,22733537
RB1,E2F1,12460790;1534305;21602887;9326598;9400991;9671466
RB1,E2F1,11939591;8575214
RB1,E2F2,9671466
RB1,E2F3,20428827
RB1,EBNA1BP2,22169551
RB1,ELF1,7702750
RB1,FGFR1,19303924
RB1,FOS,1909121
RB1,FOS,7680889
RB1,HBP1,16966377
RB1,IGF1,18281476
RB1,MAP3K5,19610065
RB1,MYC,10200487;9671466
RB1,MYC,7680889
RB1,PCNA,9671466
RB1,PPARG,20971808
RB1,RB1,8264596
RB1,RBL1,9671466
RB1,SFTPD,11596110
RB1,SP1,7702750
RB1,TFDP1,8223441
RB1,TGFBI,7680889
RB1,TP53BP2,19610065
RB1,VEGFA,16007189
RB1,WRN,11896071
RB1CC1,CDKN2A,21637919
RB1CC1,RB1,12095676
RB1CC1,RB1,14533007;20614030
RBBP7,CDH1,20714342
RBL1,BRCA1,17106239
RBL1,CCNA2,8642699
RBL1,HIST1H2AE,8628255
RBL1,MYC,17132729;9797456
RBL1,TFDP1,8223441
RBL2,BRCA1,17106239;21701264
RBL2,DNMT3B,24316981
RBL2,E2F4,8575214
RBL2,RAD51,21701264
RBMX,EGR1,16707624
RBMX,FOS,16707624
RBMX,FOSL1,16707624
RBMX,JUNB,16707624
RBMX,JUND,16707624
RBMX,KIT,16707624
RBMX,ROS1,16707624
RBMX,TXNIP,16707624
RBPJ,CR2,19487031
RBPJ,IL6,10329846
RBPJ,IL6,9516466
RBPJ,NFKB1,14570916
RBPJ,PTEN,17245125
REL,BCL2A1,11880364
REL,BIRC3,11880364
REL,CCL2,10469356;9388261
REL,CCL5,11259372
REL,CD40LG,11160303
REL,CDKN1A,15566959
REL,CRP,18684932
REL,CSRP1,14522018
REL,EPHB2,19621336
REL,F3,11057875
REL,ICAM1,10706725;10837365;10926553
REL,IER3,12360408
REL,IL10,9310124
REL,IL12B,10657616
REL,IL1B,8413223
REL,IL2,8920856
REL,IL2RA,1508203
REL,IL6,1372388
REL,KLK3,17011549
REL,SELE,12408953
REL,SOD2,11880364
REL,TNFAIP3,11880364
RELA,ABCA1,17135302
RELA,ABCB1,19763573
RELA,ABCB1,18234965
RELA,ABCG2,10342828
RELA,ADORA1,9547356
RELA,ADORA2A,17082635
RELA,ADORA3,17216675
RELA,AGER,18622638;19616578
RELA,AGT,10628750;8613256
RELA,AKT1,18031796
RELA,AKT2,20514445
RELA,ALOX5,15517885
RELA,ALOX5AP,20194722
RELA,AMH,15383177
RELA,AR,14715080;15517885
RELA,AR,16619263
RELA,BACE1,17385716
RELA,BAD,20596645
RELA,BAX,18158998
RELA,BAX,20056115
RELA,BCL2,14978135;18158998;19259124;20446017;21503108
RELA,BCL2,15120608;18031796;18566231
RELA,BCL2,14739605;16022909;16453001;17673602;18761399;19233129;20103608;20332461
RELA,BCL2A1,11880364;19343319
RELA,BCL2A1,10733571;17000776
RELA,BCL2L1,12226754;14978135;15756023;15856023;15986355;16904634;18223231;20066113;20585448
RELA,BCL2L1,15231833
RELA,BCL2L1,10733571;10925251;14739605;16453001;17673602
RELA,BCL2L11,18223231
RELA,BCL3,11387332
RELA,BDKRB1,15705059
RELA,BGN,15536164
RELA,BHMT,16953798
RELA,BIRC2,12010810;15756023
RELA,BIRC2,18566231
RELA,BIRC2,12687011;15050749;16453001;17673602;20103608
RELA,BIRC3,10733571;11297551;11880364;12010810;19343319
RELA,BIRC3,15231833;15723831;18566231
RELA,BIRC3,10823821;15050749;17000776;17673602
RELA,BIRC5,17553314
RELA,BIRC5,14739605;20126979
RELA,BMP2,16835229
RELA,BRCA2,10961992
RELA,BTG2,17363596
RELA,BTS1,9030974
RELA,CARD8,17878386
RELA,CARM1,20462455
RELA,CASP3,20056115
RELA,CASP9,20056115
RELA,CCK,11022044
RELA,CCL11,16604092
RELA,CCL11,10586089;11076795;14660485
RELA,CCL13,10049733
RELA,CCL19,17182562
RELA,CCL2,10530453;12488502;12647268;16206198;16764699;17452470;20200316;9388261
RELA,CCL2,10744656;11006087;11949945;12218154;14631383;15950427;16040075;16730843;16818736;8617886
RELA,CCL20,11749970
RELA,CCL20,22240809
RELA,CCL22,17018379
RELA,CCL3,16982926
RELA,CCL3,11342414;17707233
RELA,CCL4,11342414
RELA,CCL5,11478739;9120310
RELA,CCL5,11259372;11389171;11413310;12122011;19786024
RELA,CCNB1,11861406
RELA,CCNB1,19610058
RELA,CCND1,10409765;10464245;11861406;15756023;15856023;17407600;18341653;19263436;22306268
RELA,CCND1,18566231
RELA,CCND1,12894581;16453001;17673602;17944672;18184402;19766095;20103608;20538607
RELA,CCND2,18504428;21790895
RELA,CCR2,19156404
RELA,CCR3,16604092
RELA,CCR5,12745546;19469019;9840284
RELA,CCR7,11830455;19164127
RELA,CCR7,22158872
RELA,CD28,16365455
RELA,CD38,17322278;18341691;18441094
RELA,CD40,19164127;9733827
RELA,CD40,11313274;17031478
RELA,CD40LG,11160303;11529914;21243522
RELA,CD58,9733827
RELA,CD69,10480634
RELA,CD74,8164652
RELA,CD80,11359799;12860928
RELA,CD83,19164127
RELA,CD86,15895390;15949284;18929846;19164127
RELA,CD86,10586028
RELA,CDH1,20683022
RELA,CDK4,18425349
RELA,CDK6,18504428
RELA,CDKN1A,18269916
RELA,CDKN1A,18954936
RELA,CEACAM1,11306560
RELA,CFI,10630630
RELA,CFLAR,15986355;19343319
RELA,CFLAR,15723831
RELA,CFLAR,18222423
RELA,CFTR,11114294
RELA,COL1A1,11277268
RELA,COL1A2,10201951
RELA,COL2A1,19022820
RELA,COL7A1,10086338
RELA,COX1,19570036
RELA,CR2,12444129
RELA,CREB3,17296613
RELA,CRHR1,20233629
RELA,CRP,12667216;17704137
RELA,CRP,17513780
RELA,CSF1,18566389
RELA,CSF1,11949945
RELA,CSF2,18285351
RELA,CSNK2A1,19027835
RELA,CTSB,15102937;18598236
RELA,CXCL1,10530453;15958549
RELA,CXCL1,11112786;16040075
RELA,CXCL10,16982926;20164184;24701034
RELA,CXCL10,16818736;19479051;24257594
RELA,CXCL12,17530707
RELA,CXCL2,17363596
RELA,CXCL5,11559712
RELA,CXCL8,10506755;10530453;11297551;11564889;12058956;15350531;15387324;15688424;15958549;16764699;17040605;17041011;17917246;18074095;18996370;22340043;22891766;7876168
RELA,CXCL8,15517885;8413215
RELA,CXCL8,10477716;11120852;11342414;11953364;12218154;12485925;12643600;12707271;12716652;14631383;14670967;15289496;15950427;16004996;16105834;16803583;17045242;18281166;19376732;19732956;19786024;19837667;19966855;8617886;8878392;9698090
RELA,CXCR2,19156404
RELA,CXCR2,18555777
RELA,CXCR4,12690099;16267013;20068066
RELA,CXCR4,20157762
RELA,CYP19A1,15459115;18519709
RELA,CYP1A1,19928584
RELA,CYP27B1,19928584
RELA,CYP2E1,19928584
RELA,CYP3A4,16608838
RELA,CYP3A7,19928584
RELA,DEFB4A,11207625
RELA,DRD2,17317773;18354387
RELA,E2F1,16725311
RELA,EBI3,9733827
RELA,EDN1,21334436
RELA,EGFR,17881446
RELA,EGR1,21983014
RELA,ELF3,12746898
RELA,EPAS1,20495570
RELA,EPCAM,11505407
RELA,ERAP1,20103633
RELA,ERAP2,20103633
RELA,F3,11057875;11157486;19167713;9867853
RELA,F8,10959692
RELA,FAF1,17046979
RELA,FAS,19628709;9733827
RELA,FAS,16784892
RELA,FAS,10871852;16317104
RELA,FASLG,12655294;16770006
RELA,FASLG,10671224;14563113;15160330
RELA,FBP1,11023824
RELA,FGF7,9869450
RELA,FGF8,16683270
RELA,VEGFD,18941249
RELA,FLT4,19901262
RELA,FN1,10649441;10867646
RELA,FN1,22223884
RELA,FOXO3,19299143
RELA,FOXP3,20462637
RELA,FOXP3,23178569
RELA,GADD45G,23681230
RELA,GATA3,20660789
RELA,GCLC,11233143
RELA,GFAP,16516312
RELA,GFAP,20471977
RELA,GKN2,17595528
RELA,GNRH2,17451432
RELA,GRIN1,15950782
RELA,GSK3A,11579131
RELA,GSTP1,15013838
RELA,GTF2B,7706261
RELA,HBEGF,22641673
RELA,HDAC1,23027620
RELA,HDAC7,21243522
RELA,HES1,17876798
RELA,HIF1A,18498249
RELA,HLA-A,19428110
RELA,HLA-F,11137213
RELA,HMOX1,8016102
RELA,HPSE,14558943;17715045
RELA,HSD11B2,15659537
RELA,HYAL1,18718911
RELA,ICAM1,10092659;10946302;11463837;11877286;16317091;16385502;17121934;19074768;19351910;20173029;22001597;22708120;9733827;9888295;9916895
RELA,ICAM1,10228026;10837365;10926553;11401521;12490396;12691701;15800027;15843586;16105834;16453001;18285351;18928584;20103608;9192770
RELA,IER3,12360408
RELA,IFNA1,8035474
RELA,IFNA1,15331713
RELA,IFNB1,10074115;12077266;17496231
RELA,IFNB1,15955070;16125763;17079305;22547704
RELA,IFNG,17407192;18690006
RELA,IFNG,21243522;9374532
RELA,IGF2BP2,17426251
RELA,IL10,19124729
RELA,IL12A,18690006
RELA,IL12B,14688340;18690006
RELA,IL12B,10657616;15270850
RELA,IL17A,21243522
RELA,IL17C,21628458
RELA,IL18,15963597;17399992
RELA,IL18,10227974
RELA,IL1A,17612514
RELA,IL1B,12686724;14960579;8021507;8413223;8679226;9878621
RELA,IL1B,10080875;10963848;16433741;17707233;18285351;20336759;9058643
RELA,IL1RN,20032313
RELA,IL2,11035116;18207244;19968887;7623820;9233628
RELA,IL2,11145913;12027419;15477007;8814256;8977179;9135552;9737979
RELA,IL23A,17569750
RELA,IL23A,17707233
RELA,IL2RA,11781710;9135552
RELA,IL4,12516545
RELA,IL6,10329846;10903137;11327783;11504280;12058956;12887736;14532843;15756023;16984731;17040605;17196927;18057724;18061164;18243142;18942706;18996370;19124729;19164127;20066113;22547075;7499267;7876168;8679226
RELA,IL6,15517885
RELA,IL6,10542237;10823821;10963848;11120852;11975924;15158360;16112536;17490702;17532054;19469019;19707556;19966855;20457835;8752656;9516466
RELA,IRF1,18694960
RELA,IRF1,12077266
RELA,IRF4,17018379
RELA,IRF7,15265881;16982926
RELA,IRF7,11877397
RELA,ITGAX,7678251
RELA,JUNB,17018379
RELA,KDM2A,20080798
RELA,KLK3,15517885
RELA,LCN2,15536164
RELA,LCN2,19707556;20220144;24391115
RELA,LIPE,17272828
RELA,LPL,20200316
RELA,LTC4S,12574384
RELA,MADCAM1,15483224
RELA,MAT2A,14530285
RELA,MCL1,18223231
RELA,MCL1,18761050
RELA,MCL1,19303700
RELA,MGMT,22675172
RELA,MICA,15494508
RELA,MIF,18710704
RELA,MMP1,16278291;16385502
RELA,MMP1,11376631;16210649
RELA,MMP12,20051654
RELA,MMP13,12734180;19022820
RELA,MMP14,19303700;21627988
RELA,MMP2,17498959;19303700;20352621
RELA,MMP3,11376631
RELA,MMP9,10359016;12193473;14600595;15536164;16014933;16687076;17121934;17174275;17186550;17498959;18056465;18298869;18567920;18801463;18843978;19303700;19454280;19539355;21238464;21963718
RELA,MMP9,15086314;15605368;18566231
RELA,MMP9,11376631;12105194;14755547;15175338;17158602;17673602;17922642;18357389;19662350;19783786;20103608;20332461;7860222;9500201;9679762
RELA,MUC17,16737958
RELA,MUC2,12686724;18176092
RELA,MUC5AC,19841186
RELA,MUC5B,20935193
RELA,MUC6,15979574
RELA,MYC,17018379
RELA,MYC,18566231
RELA,MYC,11114727;12894581;17673602;17944672;18184402;19469019;19766095;21790895
RELA,NAMPT,16701870
RELA,NCAM1,19091137
RELA,NCOR1,17876798
RELA,NCOR2,17876798
RELA,NFKB1,20596645
RELA,NFKB1,19469019
RELA,NFKBIA,12885753
RELA,NFKBIA,11744993
RELA,NFKBIA,15499023;17876798
RELA,NFKBIZ,20220144
RELA,NLRP2,18056399
RELA,NOLC1,21266110
RELA,NOS1,17081374
RELA,NOS2,15350552;17081374;17720813;18057724
RELA,NOS2,15170030;16283237;16318585;19766095;9712833
RELA,NOS3,17081374
RELA,NOX4,20622120
RELA,NOX5,22348975
RELA,NPPB,15837525
RELA,NRF1,20587593
RELA,OLFM4,18764868
RELA,OLR1,15001526
RELA,OPTN,19340308
RELA,OXTR,21734268
RELA,PCK2,20137375
RELA,PCYT2,18583706
RELA,PDK4,21625432
RELA,PGR,8626413
RELA,PIGR,10803841
RELA,PLA2G2A,11899260
RELA,PLAU,11689575;17407600;20352621
RELA,PLAUR,19020743
RELA,PLAUR,12244126
RELA,PLIN1,17272828
RELA,POU2F2,9360945
RELA,PPARA,10542237
RELA,PPARD,14708613
RELA,PPIG,19928584
RELA,PROX1,19901262
RELA,PSMB10,18694960
RELA,PSMB9,18694960
RELA,PTAFR,11502209
RELA,PTEN,17334236;19940030
RELA,PTEN,19940030
RELA,PTGER4,23300802
RELA,PTGES,17928629
RELA,PTGFR,16855208
RELA,PTGS2,10827178;12471036;15368354;15387324;15547942;15555528;15997464;16624933;16820889;18057724;18294142;19618291;22001128
RELA,PTGS2,12622742;15517885
RELA,PTGS2,12067569;12349897;12871860;14645117;14988266;15655349;16210649;17556653;17673602;17767925;18973191;19766095;20103608;20669087
RELA,PTHLH,17554373
RELA,PTPN13,11696979;16306044
RELA,PTPN6,18948549
RELA,REPS2,15184881
RELA,RGS4,18260825
RELA,RIPK2,19693652
RELA,S100A6,12859951
RELA,SAA1,23391827
RELA,SAA2,8244997
RELA,SDC1,16132527
RELA,SELE,10946302;12885753;19422386
RELA,SELE,11827962;23042817;8878392
RELA,SERPINA3,11027208
RELA,SERPINB1,10861849
RELA,SERPINE1,11757833;12675842
RELA,SERPINE1,15631825
RELA,SFTPA1,12040027
RELA,SIRT1,20617556
RELA,SLC25A27,20385226
RELA,SLC9A2,11254504
RELA,SNAI1,17665043;18477483
RELA,SNAI1,19538137
RELA,SOCS3,23335796
RELA,SOD2,11880364;14515147;19507253
RELA,SOD2,15330761;18779124
RELA,STAT1,25040843
RELA,STAT3,25040843
RELA,STAT4,17046972
RELA,STK39,18787102
RELA,TAP1,18694960
RELA,TAP2,18694960
RELA,TAPBP,18694960
RELA,TBP,7706261
RELA,TBP,9023117
RELA,TBX21,17407192
RELA,TERT,18541630
RELA,TF,12744731
RELA,TF,22119392
RELA,TFF1,17565651
RELA,TFF3,12912861
RELA,TFF3,12297725
RELA,THBD,17211835;22406829
RELA,TIMP1,14600595
RELA,TLR2,12686724;19779021
RELA,TLR3,20658750
RELA,TLR3,16423052
RELA,TLR7,16423052;20658750
RELA,TLR9,25194054
RELA,TNC,9154819
RELA,TNC,20723226
RELA,TNF,10079106;10748079;11749970;12058956;12686724;15013838;16707469;16916598;17407192;18057724;20066113;7876168;8219230;8679226
RELA,TNF,10551799;10837498;10963848;11297551;14960579;15812247;16040075;16433741;17442180;17707233;18285351;20237317;9916895
RELA,TNFAIP3,11880364;19343319
RELA,TNFAIP3,10807933
RELA,TNFRSF10A,21243522
RELA,TNFRSF10B,18599488
RELA,TNFRSF10B,18523266;19351839
RELA,TNFRSF13C,20025535
RELA,TNFRSF9,12706838
RELA,TNFSF10,11544302;20542572
RELA,TNFSF10,11544302
RELA,TNFSF10,21243522
RELA,TNFSF14,21243522
RELA,TNIP3,18081698
RELA,TP53,10348347;11032029;15155458
RELA,TRAF1,11297551;17018379;19343319;9733827
RELA,TRAF1,10823821;14991743;17673602
RELA,TRAF2,15041463
RELA,TRAF2,15723831
RELA,TRAF2,19392652
RELA,TRIB3,12736262
RELA,TRIM21,23391827
RELA,TRPC1,16709572
RELA,TSLP,22270071
RELA,TWIST1,22253230
RELA,UPP1,20544543
RELA,VCAM1,10329958;10946302;11359843;16317091;16385502;19281832;19422386;22708120
RELA,VCAM1,10553096;10833420;16453001;23042817
RELA,VEGFA,15856023;16684540;17407600;18056465
RELA,VEGFA,15517885
RELA,VEGFA,12160329;17673602;18184402;20103608;20538607
RELA,VWF,10848823
RELA,WT1,11243407
RELA,XIAP,15041463;15756023;18223231
RELA,XIAP,18566231;18761050
RELA,XIAP,14739605;16157589;16453001;18978816
RELA,YY1,16784892
RELA,YY1,17438126
RELB,CCL19,20953353
RELB,CCL21,20953353
RELB,CD40,11027342
RELB,PIGR,15265917
REST,AR,24163104
REST,AVP,12220737
REST,BDNF,18075316;18518926
REST,CACNA1H,22431737
REST,CARTPT,18485095
REST,CD59,20421646
REST,CHGA,19118055
REST,CHGB,19118055
REST,DGCR5,19050060
REST,DYRK1A,21252229
REST,GABRB3,22765836
REST,GJD2,14565956
REST,GLRA1,12944912
REST,GRIN1,10640675
REST,GRIN1,12887696;15950782
REST,KCNN4,16209944
REST,KCNQ2,20926649
REST,KCNQ3,20926649
REST,LIN28A,22532168
REST,NRP1,16330548
REST,OPRM1,15322094;19913583
REST,PCSK1,19118055
REST,PENK,21832040
REST,SCG3,19118055
REST,STAT1,23598529
REST,SYN1,21693630
REST,TAC1,12220737;19246391
REST,TAC3,19539370
REST,TH,16764822
REST,TH,16764822
REST,TPH2,17613521
REST,TUBB3,22684772
REST,TUBB3,22159867
REST,VGF,19118055
REST,VIP,15009665
RFWD2,MMP1,12615916
RFWD2,PLAU,12615916
RFWD2,COP1,20062082
RFX1,CD70,21192791
RFX1,CIITA,1505960
RFX1,COL1A2,16464847
RFX1,FGF1,20189986;22415835
RFX1,HDAC1,16464847
RFX1,HLA-DMB,11889043
RFX1,HLA-DOB,12938212
RFX1,HLA-DPB1,11889043
RFX1,HLA-DRA,11889043
RFX1,IL5RA,10330134;10706293
RFX1,ITGAL,21192791
RFX1,MAP1A,12411430
RFX1,MSLN,23025254
RFX1,MYC,10918054;12032779
RFX1,PCNA,10336433
RFX2,FGF1,22415835
RFX2,IL5RA,10330134;10706293
RFX3,FGF1,22415835
RFX3,IL5RA,10330134;10706293
RFX3,MAP1A,12411430
RFX5,COL1A2,16464847;23079621
RFX5,HDAC2,16464847
RFX5,HLA-DMA,11258423;7495736
RFX5,HLA-DMB,11258423;7495736
